Starting monitors...
🚀 ArgonWatch Server running on port 3000
📊 Monitoring: System, PM2, GitHub Runner
🚨 Alert Rules: 3 configured
Historical data loaded.
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 738ms, fsSize: 731ms, networkStats: 780ms, cpuTemperature: 847ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 847ms)
[SystemMonitor] Slow metrics: currentLoad: 293ms, mem: 728ms, fsSize: 742ms, networkStats: 787ms, cpuTemperature: 864ms, cpuCurrentSpeed: 293ms, fsStats: 293ms (Total: 864ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 980ms, fsSize: 985ms, networkStats: 1020ms, cpuTemperature: 1084ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 1084ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 736ms, fsSize: 727ms, networkStats: 773ms, cpuTemperature: 830ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 830ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 739ms, fsSize: 728ms, networkStats: 775ms, cpuTemperature: 827ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 827ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 727ms, fsSize: 721ms, networkStats: 773ms, cpuTemperature: 830ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 830ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 719ms, fsSize: 715ms, networkStats: 770ms, cpuTemperature: 823ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 293ms, mem: 739ms, fsSize: 726ms, networkStats: 802ms, cpuTemperature: 832ms, cpuCurrentSpeed: 293ms, fsStats: 293ms (Total: 832ms)
[SystemMonitor] Slow metrics: currentLoad: 295ms, mem: 737ms, fsSize: 726ms, networkStats: 774ms, cpuTemperature: 823ms, cpuCurrentSpeed: 295ms, fsStats: 295ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 723ms, fsSize: 738ms, networkStats: 772ms, cpuTemperature: 825ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 825ms)
[SystemMonitor] Slow metrics: currentLoad: 305ms, mem: 753ms, fsSize: 750ms, networkStats: 805ms, cpuTemperature: 862ms, cpuCurrentSpeed: 305ms, fsStats: 305ms (Total: 862ms)
[SystemMonitor] Slow metrics: currentLoad: 287ms, mem: 713ms, fsSize: 717ms, networkStats: 772ms, cpuTemperature: 830ms, cpuCurrentSpeed: 287ms, fsStats: 287ms (Total: 830ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 730ms, fsSize: 741ms, networkStats: 780ms, cpuTemperature: 834ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 834ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 757ms, fsSize: 754ms, networkStats: 804ms, cpuTemperature: 867ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 867ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 719ms, fsSize: 724ms, networkStats: 781ms, cpuTemperature: 842ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 842ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 727ms, fsSize: 721ms, networkStats: 766ms, cpuTemperature: 816ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 816ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 722ms, fsSize: 718ms, networkStats: 765ms, cpuTemperature: 820ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 820ms)
[SystemMonitor] Slow metrics: currentLoad: 293ms, mem: 732ms, fsSize: 725ms, networkStats: 779ms, cpuTemperature: 824ms, cpuCurrentSpeed: 293ms, fsStats: 293ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 722ms, fsSize: 726ms, networkStats: 770ms, cpuTemperature: 831ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 831ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 716ms, fsSize: 714ms, networkStats: 767ms, cpuTemperature: 829ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 829ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 712ms, fsSize: 718ms, networkStats: 760ms, cpuTemperature: 813ms, cpuCurrentSpeed: 288ms, fsStats: 289ms (Total: 813ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 713ms, fsSize: 719ms, networkStats: 768ms, cpuTemperature: 831ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 831ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 717ms, fsSize: 721ms, networkStats: 767ms, cpuTemperature: 817ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 817ms)
